Chromophore_name,Chromophore_smiles,Solvent_name,Solvent_smiles,Abs,FWHM_Abs,log_extinc,Emi,FWHM_Emi,PLQY,lifetime,HOMO,HOMO_Method,LUMO,LUMO_Method,Optical_bandgap,glob_0,glob_1,glob_2,glob_3,1,2,glob_6,3,4,5,6,location combo,subgroup number
BHC-nicotinamide anion,O=C(NCc1cc(=O)oc2cc([O-])c(Br)cc12)c1cccnc1,water,O,370.0,4285.552630688908,4.134878045195129,,,,,,,,,,,,,,,*CNC(=O)c1cccnc1,,,*Br,*[O-],,"[2, 4, 5]",3
Styryl and phenylethynyl based coumarin 5a,COc1cc2cc(C=Cc3ccc(C=C(C#N)C(=O)O)cc3)c(=O)oc2cc1OC,acetonitrile,CC#N,400.0,4684.026136519631,4.283074974735472,483.0,3987.941235066744,0.13,2.06,,,,,,,,,,*C=Cc1ccc(C=C(C#N)C(=O)O)cc1,,,,*OC,*OC,,"[1, 4, 5]",3
Styryl and phenylethynyl based coumarin 5b,COc1cc2cc(C=Cc3ccc(C=Cc4ccc(C=C(C#N)C(=O)O)cc4)cc3)c(=O)oc2cc1OC,acetonitrile,CC#N,415.0,6608.950916748261,4.301789346768719,489.0,3621.8356655692583,0.24,2.3,,,,,,,,,,*C=Cc1ccc(C=Cc2ccc(C=C(C#N)C(=O)O)cc2)cc1,,,,*OC,*OC,,"[1, 4, 5]",3
Styryl and phenylethynyl based coumarin 6a,COc1cc2cc(C#Cc3ccc(C=C(C#N)C(=O)O)cc3)c(=O)oc2cc1OC,acetonitrile,CC#N,398.0,4368.204033365157,4.2399498079087525,464.0,3704.0806687412223,0.05,1.16,,,,,,,,,,*C#Cc1ccc(C=C(C#N)C(=O)O)cc1,,,,*OC,*OC,,"[1, 4, 5]",3
Styryl and phenylethynyl based coumarin 6b,CCCCCCCCCCOc1cc2cc(C#Cc3ccc(C=C(C#N)C(=O)O)cc3)c(=O)oc2cc1OCCCCCCCCCC,acetonitrile,CC#N,398.0,,4.240873600020581,470.0,3681.704731701724,0.05,1.1,,,,,,,,,,*C#Cc1ccc(C=C(C#N)C(=O)O)cc1,,,,*OCCCCCCCCCC,*OCCCCCCCCCC,,"[1, 4, 5]",3
D-Ï€-A-Ï€-D coumarin 4a,CCN(CC)c1ccc2cc(C=CC(=C(C#N)C#N)c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(=O)oc2c1,Toluene,Cc1ccccc1,493.0,5032.244130391115,4.73559889969818,576.0,3066.014800546942,0.013,0.84,,,,,,,,,,*C=CC(=C(C#N)C#N)c1ccc(N(c2ccccc2)c2ccccc2)cc1,,,,,*N(CC)CC,,"[1, 5]",2
D-Ï€-A-Ï€-D coumarin 4a,CCN(CC)c1ccc2cc(C=CC(=C(C#N)C#N)c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(=O)oc2c1,dichloromethane,ClCCl,518.0,3623.514290072362,4.8267225201689925,581.0,2507.6805852230864,0.037,2.88,,,,,,,,,,*C=CC(=C(C#N)C#N)c1ccc(N(c2ccccc2)c2ccccc2)cc1,,,,,*N(CC)CC,,"[1, 5]",2
D-Ï€-A-Ï€-D coumarin 4a,CCN(CC)c1ccc2cc(C=CC(=C(C#N)C#N)c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(=O)oc2c1,Ethyl acetate,CCOC(C)=O,507.0,4000.937936339164,4.842609239610562,599.0,2462.122915880678,0.018,1.31,,,,,,,,,,*C=CC(=C(C#N)C#N)c1ccc(N(c2ccccc2)c2ccccc2)cc1,,,,,*N(CC)CC,,"[1, 5]",2
D-Ï€-A-Ï€-D coumarin 4a,CCN(CC)c1ccc2cc(C=CC(=C(C#N)C#N)c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(=O)oc2c1,acetone,CC(C)=O,516.0,3721.609330564119,4.823474229170301,621.0,2248.610618754783,0.007,0.59,,,,,,,,,,*C=CC(=C(C#N)C#N)c1ccc(N(c2ccccc2)c2ccccc2)cc1,,,,,*N(CC)CC,,"[1, 5]",2
D-Ï€-A-Ï€-D coumarin 4a,CCN(CC)c1ccc2cc(C=CC(=C(C#N)C#N)c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(=O)oc2c1,DMF,CN(C)C=O,528.0,3575.074559265878,4.829303772831025,636.0,2169.558851508167,0.004,0.33,,,,,,,,,,*C=CC(=C(C#N)C#N)c1ccc(N(c2ccccc2)c2ccccc2)cc1,,,,,*N(CC)CC,,"[1, 5]",2
D-Ï€-A-Ï€-D coumarin 4a,CCN(CC)c1ccc2cc(C=CC(=C(C#N)C#N)c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(=O)oc2c1,dimethyl sulfoxide,CS(C)=O,536.0,3683.685762521225,4.851869600729766,643.0,2186.49341917749,0.005,0.33,,,,,,,,,,*C=CC(=C(C#N)C#N)c1ccc(N(c2ccccc2)c2ccccc2)cc1,,,,,*N(CC)CC,,"[1, 5]",2
D-Ï€-A-Ï€-D coumarin 4b,CCN(CC)c1ccc2cc(C(Cl)=CC=CC(=C(C#N)C#N)c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(=O)oc2c1,Toluene,Cc1ccccc1,508.0,3556.6796839261806,4.6674529528899535,619.0,2632.093018443373,0.098,1.95,,,,,,,,,,*C(Cl)=CC=CC(=C(C#N)C#N)c1ccc(N(c2ccccc2)c2ccccc2)cc1,,,,,*N(CC)CC,,"[1, 5]",2
D-Ï€-A-Ï€-D coumarin 4b,CCN(CC)c1ccc2cc(C(Cl)=CC=CC(=C(C#N)C#N)c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(=O)oc2c1,dichloromethane,ClCCl,526.0,4066.0134219874526,4.662757831681574,641.0,3342.9522377541543,0.018,1.56,,,,,,,,,,*C(Cl)=CC=CC(=C(C#N)C#N)c1ccc(N(c2ccccc2)c2ccccc2)cc1,,,,,*N(CC)CC,,"[1, 5]",2
D-Ï€-A-Ï€-D coumarin 4b,CCN(CC)c1ccc2cc(C(Cl)=CC=CC(=C(C#N)C#N)c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(=O)oc2c1,Ethyl acetate,CCOC(C)=O,504.0,4324.347628090083,4.653212513775344,657.0,2882.9569783713323,0.028,2.42,,,,,,,,,,*C(Cl)=CC=CC(=C(C#N)C#N)c1ccc(N(c2ccccc2)c2ccccc2)cc1,,,,,*N(CC)CC,,"[1, 5]",2
D-Ï€-A-Ï€-D coumarin 4b,CCN(CC)c1ccc2cc(C(Cl)=CC=CC(=C(C#N)C#N)c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(=O)oc2c1,acetone,CC(C)=O,504.0,4980.12052570919,4.6180480967120925,712.0,2631.506938090839,0.015,1.51,,,,,,,,,,*C(Cl)=CC=CC(=C(C#N)C#N)c1ccc(N(c2ccccc2)c2ccccc2)cc1,,,,,*N(CC)CC,,"[1, 5]",2
D-Ï€-A-Ï€-D coumarin 4b,CCN(CC)c1ccc2cc(C(Cl)=CC=CC(=C(C#N)C#N)c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(=O)oc2c1,DMF,CN(C)C=O,532.0,4001.600640256104,4.544068044350276,737.0,2320.3875524588493,0.002,0.21,,,,,,,,,,*C(Cl)=CC=CC(=C(C#N)C#N)c1ccc(N(c2ccccc2)c2ccccc2)cc1,,,,,*N(CC)CC,,"[1, 5]",2
D-Ï€-A-Ï€-D coumarin 4b,CCN(CC)c1ccc2cc(C(Cl)=CC=CC(=C(C#N)C#N)c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(=O)oc2c1,dimethyl sulfoxide,CS(C)=O,542.0,6209.623070238351,4.596597095626461,746.0,2280.679447133414,0.003,0.18,,,,,,,,,,*C(Cl)=CC=CC(=C(C#N)C#N)c1ccc(N(c2ccccc2)c2ccccc2)cc1,,,,,*N(CC)CC,,"[1, 5]",2
2H-pyran-3-carbonitrile dyes 3a,CCN(CC)c1ccc2cc(-c3cc(SC)c(C#N)c(=O)o3)c(=O)oc2c1,Toluene,Cc1ccccc1,509.0,2527.6623935666103,4.680108786976679,533.0,2035.0686080256928,0.72,,,,,,,,,,,*c1cc(SC)c(C#N)c(=O)o1,,,,,*N(CC)CC,,"[1, 5]",2
2H-pyran-3-carbonitrile dyes 3a,CCN(CC)c1ccc2cc(-c3cc(SC)c(C#N)c(=O)o3)c(=O)oc2c1,chloroform,ClC(Cl)Cl,517.0,2327.9013353376868,4.950199284563899,547.0,1695.0538687972912,0.66,,,,,,,,,,,*c1cc(SC)c(C#N)c(=O)o1,,,,,*N(CC)CC,,"[1, 5]",2
2H-pyran-3-carbonitrile dyes 3a,CCN(CC)c1ccc2cc(-c3cc(SC)c(C#N)c(=O)o3)c(=O)oc2c1,Ethyl acetate,CCOC(C)=O,509.0,2732.685221385924,4.711098286902344,554.0,1821.1011312454607,0.8,,,,,,,,,,,*c1cc(SC)c(C#N)c(=O)o1,,,,,*N(CC)CC,,"[1, 5]",2
2H-pyran-3-carbonitrile dyes 3a,CCN(CC)c1ccc2cc(-c3cc(SC)c(C#N)c(=O)o3)c(=O)oc2c1,dichloromethane,ClCCl,520.0,2350.109186574846,4.950199284563899,560.0,1703.9889604253658,0.81,,,,,,,,,,,*c1cc(SC)c(C#N)c(=O)o1,,,,,*N(CC)CC,,"[1, 5]",2
2H-pyran-3-carbonitrile dyes 3a,CCN(CC)c1ccc2cc(-c3cc(SC)c(C#N)c(=O)o3)c(=O)oc2c1,acetone,CC(C)=O,514.0,2550.813048352284,4.888364858208229,573.0,1818.3331445669971,0.67,,,,,,,,,,,*c1cc(SC)c(C#N)c(=O)o1,,,,,*N(CC)CC,,"[1, 5]",2
2H-pyran-3-carbonitrile dyes 3a,CCN(CC)c1ccc2cc(-c3cc(SC)c(C#N)c(=O)o3)c(=O)oc2c1,THF,C1CCOC1,512.0,2497.611149918048,4.905795880367869,558.0,2110.7240036610165,0.72,,,,,,,,,,,*c1cc(SC)c(C#N)c(=O)o1,,,,,*N(CC)CC,,"[1, 5]",2
2H-pyran-3-carbonitrile dyes 3a,CCN(CC)c1ccc2cc(-c3cc(SC)c(C#N)c(=O)o3)c(=O)oc2c1,methanol,CO,514.0,2948.721338703516,4.376576957056512,582.0,1842.931529141886,0.55,,,,,,,,,,,*c1cc(SC)c(C#N)c(=O)o1,,,,,*N(CC)CC,,"[1, 5]",2
2H-pyran-3-carbonitrile dyes 3a,CCN(CC)c1ccc2cc(-c3cc(SC)c(C#N)c(=O)o3)c(=O)oc2c1,acetonitrile,CC#N,514.0,2746.7533613867818,4.788281527598792,578.0,1640.052819906723,0.56,,,,,,,,,,,*c1cc(SC)c(C#N)c(=O)o1,,,,,*N(CC)CC,,"[1, 5]",2
2H-pyran-3-carbonitrile dyes 3a,CCN(CC)c1ccc2cc(-c3cc(SC)c(C#N)c(=O)o3)c(=O)oc2c1,DMF,CN(C)C=O,521.0,2722.169896020114,4.825529972489883,585.0,1800.1272165631417,0.4,,,,,,,,,,,*c1cc(SC)c(C#N)c(=O)o1,,,,,*N(CC)CC,,"[1, 5]",2
2H-pyran-3-carbonitrile dyes 3a,CCN(CC)c1ccc2cc(-c3cc(SC)c(C#N)c(=O)o3)c(=O)oc2c1,dimethyl sulfoxide,CS(C)=O,527.0,2622.934978873433,4.656816638044169,593.0,1821.582687806644,0.55,,,,,,,,,,,*c1cc(SC)c(C#N)c(=O)o1,,,,,*N(CC)CC,,"[1, 5]",2
CM1,COc1ccc2cc(-c3ccc(C)cc3)c(=O)oc2c1,hexane,CCCCCC,338.0,4741.020984365812,,414.0,4575.79377398637,0.285,,,,,,,,,,,*c1ccc(C)cc1,,,,,*OC,,"[1, 5]",2
CM1,COc1ccc2cc(-c3ccc(C)cc3)c(=O)oc2c1,THF,C1CCOC1,342.0,4919.857652006132,,424.0,4360.692144929319,0.4579999999999999,,,,,,,,,,,*c1ccc(C)cc1,,,,,*OC,,"[1, 5]",2
CM1,COc1ccc2cc(-c3ccc(C)cc3)c(=O)oc2c1,Ethanol,CCO,342.0,4861.899523809487,,429.0,4237.806784882519,0.412,,,,,,,,,,,*c1ccc(C)cc1,,,,,*OC,,"[1, 5]",2
CM1,COc1ccc2cc(-c3ccc(C)cc3)c(=O)oc2c1,dimethyl sulfoxide,CS(C)=O,345.0,4720.151709428119,,431.0,4135.785472503798,0.3939999999999999,,,,,,,,,,,*c1ccc(C)cc1,,,,,*OC,,"[1, 5]",2
CM1,COc1ccc2cc(-c3ccc(C)cc3)c(=O)oc2c1,4852,COc1ccc2cc(-c3ccc(C)cc3)c(=O)oc2c1,,,,450.0,2858.842897825896,0.8959999999999999,3.76,,,,,,,,,,*c1ccc(C)cc1,,,,,*OC,,"[1, 5]",2
CM2,CCOc1ccc2cc(-c3ccc(C)cc3)c(=O)oc2c1,hexane,CCCCCC,338.0,4699.632383991466,,416.0,4531.514982241872,0.389,,,,,,,,,,,*c1ccc(C)cc1,,,,,*OCC,,"[1, 5]",2
CM2,CCOc1ccc2cc(-c3ccc(C)cc3)c(=O)oc2c1,THF,C1CCOC1,342.0,4817.838642001057,,425.0,4275.779952504472,0.732,,,,,,,,,,,*c1ccc(C)cc1,,,,,*OCC,,"[1, 5]",2
CM2,CCOc1ccc2cc(-c3ccc(C)cc3)c(=O)oc2c1,Ethanol,CCO,344.0,4705.158802480957,,431.0,4198.249452926404,0.715,,,,,,,,,,,*c1ccc(C)cc1,,,,,*OCC,,"[1, 5]",2
CM2,CCOc1ccc2cc(-c3ccc(C)cc3)c(=O)oc2c1,dimethyl sulfoxide,CS(C)=O,345.0,4705.757765544207,,433.0,4076.791263460236,0.6809999999999999,,,,,,,,,,,*c1ccc(C)cc1,,,,,*OCC,,"[1, 5]",2
CM2,CCOc1ccc2cc(-c3ccc(C)cc3)c(=O)oc2c1,4853,CCOc1ccc2cc(-c3ccc(C)cc3)c(=O)oc2c1,,,,450.0,2779.3778554561904,0.967,4.39,,,,,,,,,,*c1ccc(C)cc1,,,,,*OCC,,"[1, 5]",2
CM3,CCCCOc1ccc2cc(-c3ccc(C)cc3)c(=O)oc2c1,hexane,CCCCCC,338.0,4736.649565206339,,416.0,4531.514982241872,0.564,,,,,,,,,,,*c1ccc(C)cc1,,,,,*OCCCC,,"[1, 5]",2
CM3,CCCCOc1ccc2cc(-c3ccc(C)cc3)c(=O)oc2c1,THF,C1CCOC1,343.0,4655.524168212469,,423.0,4316.643487035333,0.611,,,,,,,,,,,*c1ccc(C)cc1,,,,,*OCCCC,,"[1, 5]",2
CM3,CCCCOc1ccc2cc(-c3ccc(C)cc3)c(=O)oc2c1,Ethanol,CCO,344.0,4599.999852425528,,429.0,4237.75110590578,0.597,,,,,,,,,,,*c1ccc(C)cc1,,,,,*OCCCC,,"[1, 5]",2
CM3,CCCCOc1ccc2cc(-c3ccc(C)cc3)c(=O)oc2c1,dimethyl sulfoxide,CS(C)=O,346.0,4658.23598585105,,431.0,4135.785472503798,0.585,,,,,,,,,,,*c1ccc(C)cc1,,,,,*OCCCC,,"[1, 5]",2
CM3,CCCCOc1ccc2cc(-c3ccc(C)cc3)c(=O)oc2c1,4854,CCCCOc1ccc2cc(-c3ccc(C)cc3)c(=O)oc2c1,,,,450.0,2918.502078292877,0.7070000000000001,3.79,,,,,,,,,,*c1ccc(C)cc1,,,,,*OCCCC,,"[1, 5]",2
Pyrazole 3f,O=C(C=Cc1cn(-c2ccccc2)nc1-c1ccccc1)c1c(O)c2ccccc2oc1=O,Toluene,Cc1ccccc1,409.0,3876.134621737143,4.494877815637539,480.0,2761.6796165315973,,,,,,,,,,,,*C(=O)C=Cc1cn(-c2ccccc2)nc1-c1ccccc1,*O,,,,,,"[1, 2]",2
Pyrazole 3f,O=C(C=Cc1cn(-c2ccccc2)nc1-c1ccccc1)c1c(O)c2ccccc2oc1=O,THF,C1CCOC1,406.0,4235.087530181801,4.554961357454656,489.0,2598.128080060611,,,,,,,,,,,,*C(=O)C=Cc1cn(-c2ccccc2)nc1-c1ccccc1,*O,,,,,,"[1, 2]",2
Pyrazole 3f,O=C(C=Cc1cn(-c2ccccc2)nc1-c1ccccc1)c1c(O)c2ccccc2oc1=O,"1,4-dioxane",C1COCCO1,405.0,4350.89436150809,4.660561934757611,482.0,2751.5301204906245,,,,,,,,,,,,*C(=O)C=Cc1cn(-c2ccccc2)nc1-c1ccccc1,*O,,,,,,"[1, 2]",2
Pyrazole 3f,O=C(C=Cc1cn(-c2ccccc2)nc1-c1ccccc1)c1c(O)c2ccccc2oc1=O,Ethyl acetate,CCOC(C)=O,402.0,4416.648418077315,4.740260025937805,487.0,2707.679138911026,,,,,,,,,,,,*C(=O)C=Cc1cn(-c2ccccc2)nc1-c1ccccc1,*O,,,,,,"[1, 2]",2
Pyrazole 3f,O=C(C=Cc1cn(-c2ccccc2)nc1-c1ccccc1)c1c(O)c2ccccc2oc1=O,chloroform,ClC(Cl)Cl,405.0,4313.035642507635,4.806430977932398,493.0,2691.033118623938,,,,,,,,,,,,*C(=O)C=Cc1cn(-c2ccccc2)nc1-c1ccccc1,*O,,,,,,"[1, 2]",2
Pyrazole 3f,O=C(C=Cc1cn(-c2ccccc2)nc1-c1ccccc1)c1c(O)c2ccccc2oc1=O,dichloromethane,ClCCl,404.0,4467.976884644271,4.800194511159639,502.0,2606.858488451933,,,,,,,,,,,,*C(=O)C=Cc1cn(-c2ccccc2)nc1-c1ccccc1,*O,,,,,,"[1, 2]",2
Pyrazole 3f,O=C(C=Cc1cn(-c2ccccc2)nc1-c1ccccc1)c1c(O)c2ccccc2oc1=O,Ethanol,CCO,400.0,4968.361345824411,4.642682107607514,507.0,2857.68463321351,,,,,,,,,,,,*C(=O)C=Cc1cn(-c2ccccc2)nc1-c1ccccc1,*O,,,,,,"[1, 2]",2
Pyrazole 3f,O=C(C=Cc1cn(-c2ccccc2)nc1-c1ccccc1)c1c(O)c2ccccc2oc1=O,methanol,CO,352.0,,4.459317082865925,504.0,2903.78512666596,,,,,,,,,,,,*C(=O)C=Cc1cn(-c2ccccc2)nc1-c1ccccc1,*O,,,,,,"[1, 2]",2
Pyrazole 3f,O=C(C=Cc1cn(-c2ccccc2)nc1-c1ccccc1)c1c(O)c2ccccc2oc1=O,DMF,CN(C)C=O,381.0,,4.097569639431371,505.0,2716.3554620932846,,,,,,,,,,,,*C(=O)C=Cc1cn(-c2ccccc2)nc1-c1ccccc1,*O,,,,,,"[1, 2]",2
Pyrazole 3f,O=C(C=Cc1cn(-c2ccccc2)nc1-c1ccccc1)c1c(O)c2ccccc2oc1=O,dimethyl sulfoxide,CS(C)=O,401.0,,4.42,510.0,,,,,,,,,,,,,*C(=O)C=Cc1cn(-c2ccccc2)nc1-c1ccccc1,*O,,,,,,"[1, 2]",2
coumarins and iminocoumarins 4a,N#Cc1cc2ccccc2oc1=O,dimethyl sulfoxide,CS(C)=O,334.0,,4.238221793677805,405.0,4158.447481691601,0.0022,,,,,,,,,,,*C#N,,,,,,,[1],1
coumarins and iminocoumarins 4a,N#Cc1cc2ccccc2oc1=O,acetonitrile,CC#N,336.0,,3.965953889102063,407.0,,0.00182,,,,,,,,,,,*C#N,,,,,,,[1],1
coumarins and iminocoumarins 4a,N#Cc1cc2ccccc2oc1=O,THF,C1CCOC1,338.0,,3.923606643017459,409.0,4346.063188972312,0.0206,,,,,,,,,,,*C#N,,,,,,,[1],1
coumarins and iminocoumarins 4a,N#Cc1cc2ccccc2oc1=O,Ethyl acetate,CCOC(C)=O,339.0,,3.872447647789013,410.0,5166.937106298654,0.0960999999999999,,,,,,,,,,,*C#N,,,,,,,[1],1
coumarins and iminocoumarins 4a,N#Cc1cc2ccccc2oc1=O,chloroform,ClC(Cl)Cl,340.0,,3.871572935545879,411.0,,0.0058,,,,,,,,,,,*C#N,,,,,,,[1],1
coumarins and iminocoumarins 4a,N#Cc1cc2ccccc2oc1=O,Cyclohexane,C1CCCCC1,342.0,,3.808413551400368,412.0,4216.1647035743445,0.0207,,,,,,,,,,,*C#N,,,,,,,[1],1
Bromadiolone(3-[3-(4â€²-bromobiphenyl-4-yl)-3-hydroxy1-phenylpropyl]-4-hydroxycoumarin)Â ,O=c1oc2ccccc2c(O)c1C(CC(O)c1ccc(-c2ccc(Br)cc2)cc1)c1ccccc1,Ethanol,CCO,312.157,,,392.0,5042.591393758059,0.058,,,,,,,,,,,*C(CC(O)c1ccc(-c2ccc(Br)cc2)cc1)c1ccccc1,*O,,,,,,"[1, 2]",2
Bromadiolone(3-[3-(4â€²-bromobiphenyl-4-yl)-3-hydroxy1-phenylpropyl]-4-hydroxycoumarin)Â ,O=c1oc2ccccc2c(O)c1C(CC(O)c1ccc(-c2ccc(Br)cc2)cc1)c1ccccc1,methanol,CO,311.643,,,394.0,4949.026619733642,0.034,,,,,,,,,,,*C(CC(O)c1ccc(-c2ccc(Br)cc2)cc1)c1ccccc1,*O,,,,,,"[1, 2]",2
Bromadiolone(3-[3-(4â€²-bromobiphenyl-4-yl)-3-hydroxy1-phenylpropyl]-4-hydroxycoumarin)Â ,O=c1oc2ccccc2c(O)c1C(CC(O)c1ccc(-c2ccc(Br)cc2)cc1)c1ccccc1,water,O,311.643,,,397.0,5205.394251453701,0.017,,,,,,,,,,,*C(CC(O)c1ccc(-c2ccc(Br)cc2)cc1)c1ccccc1,*O,,,,,,"[1, 2]",2
Bromadiolone(3-[3-(4â€²-bromobiphenyl-4-yl)-3-hydroxy1-phenylpropyl]-4-hydroxycoumarin)Â ,O=c1oc2ccccc2c(O)c1C(CC(O)c1ccc(-c2ccc(Br)cc2)cc1)c1ccccc1,acetonitrile,CC#N,314.212,,,403.0,4929.256892525689,0.06,,,,,,,,,,,*C(CC(O)c1ccc(-c2ccc(Br)cc2)cc1)c1ccccc1,*O,,,,,,"[1, 2]",2
BI-C,CCN(CC)c1ccc2cc(-c3nc4ccccc4n3-c3ccccc3)c(=O)oc2c1,dichloromethane,ClCCl,410.0,4027.0799713824927,5.556302500767287,479.0,2586.0486746996394,0.94,13.2,,,,,,,,,,*c1nc2ccccc2n1-c1ccccc1,,,,,*N(CC)CC,,"[1, 5]",2
merocyanine dyes 1,CC[n+]1ccc2ccccc2c1C=Cc1c([O-])ccc2ccc(=O)oc12,dichloromethane,ClCCl,614.5839017735334,3091.340743793966,,,,,,,,,,,,,,,,,,,,*[O-],*C=Cc1c2ccccc2cc[n+]1CC,"[5, 6]",2
merocyanine dyes 1,CC[n+]1ccc2ccccc2c1C=Cc1c([O-])ccc2ccc(=O)oc12,chloroform,ClC(Cl)Cl,614.5839017735334,2640.983552197474,,,,,,,,,,,,,,,,,,,,*[O-],*C=Cc1c2ccccc2cc[n+]1CC,"[5, 6]",2
merocyanine dyes 1,CC[n+]1ccc2ccccc2c1C=Cc1c([O-])ccc2ccc(=O)oc12,Toluene,Cc1ccccc1,655.0113688040019,,,,,,,,,,,,,,,,,,,,,*[O-],*C=Cc1c2ccccc2cc[n+]1CC,"[5, 6]",2
merocyanine dyes 1,CC[n+]1ccc2ccccc2c1C=Cc1c([O-])ccc2ccc(=O)oc12,methanol,CO,535.6389267849022,3541.255300943838,,,,,,,,,,,,,,,,,,,,*[O-],*C=Cc1c2ccccc2cc[n+]1CC,"[5, 6]",2
merocyanine dyes 1,CC[n+]1ccc2ccccc2c1C=Cc1c([O-])ccc2ccc(=O)oc12,acetone,CC(C)=O,603.4424738517508,2686.345277911667,,,,,,,,,,,,,,,,,,,,*[O-],*C=Cc1c2ccccc2cc[n+]1CC,"[5, 6]",2
merocyanine dyes 1,CC[n+]1ccc2ccccc2c1C=Cc1c([O-])ccc2ccc(=O)oc12,acetonitrile,CC#N,591.0277398817644,2763.806181917351,,,,,,,,,,,,,,,,,,,,*[O-],*C=Cc1c2ccccc2cc[n+]1CC,"[5, 6]",2
merocyanine dyes 1,CC[n+]1ccc2ccccc2c1C=Cc1c([O-])ccc2ccc(=O)oc12,THF,C1CCOC1,629.8635743519782,2579.308943823493,,,,,,,,,,,,,,,,,,,,*[O-],*C=Cc1c2ccccc2cc[n+]1CC,"[5, 6]",2
merocyanine dyes 1,CC[n+]1ccc2ccccc2c1C=Cc1c([O-])ccc2ccc(=O)oc12,dimethyl sulfoxide,CS(C)=O,593.4151887221465,2759.974086269101,,,,,,,,,,,,,,,,,,,,*[O-],*C=Cc1c2ccccc2cc[n+]1CC,"[5, 6]",2
merocyanine dyes 1,CC[n+]1ccc2ccccc2c1C=Cc1c([O-])ccc2ccc(=O)oc12,water,O,491.7098681218736,,,,,,,,,,,,,,,,,,,,,*[O-],*C=Cc1c2ccccc2cc[n+]1CC,"[5, 6]",2
merocyanine dyes 2,CC[n+]1c(C=Cc2c([O-])ccc3ccc(=O)oc23)sc2ccccc21,chloroform,ClC(Cl)Cl,593.9069969578445,2536.6755480977627,,,,,,,,,,,,,,,,,,,,*[O-],*C=Cc1sc2ccccc2[n+]1CC,"[5, 6]",2
merocyanine dyes 2,CC[n+]1c(C=Cc2c([O-])ccc3ccc(=O)oc23)sc2ccccc21,acetone,CC(C)=O,590.5606258148631,2588.5677892159183,,,,,,,,,,,,,,,,,,,,*[O-],*C=Cc1sc2ccccc2[n+]1CC,"[5, 6]",2
merocyanine dyes 2,CC[n+]1c(C=Cc2c([O-])ccc3ccc(=O)oc23)sc2ccccc21,methanol,CO,519.0699695784441,3730.184287864984,,,,,,,,,,,,,,,,,,,,*[O-],*C=Cc1sc2ccccc2[n+]1CC,"[5, 6]",2
merocyanine dyes 2,CC[n+]1c(C=Cc2c([O-])ccc3ccc(=O)oc23)sc2ccccc21,THF,C1CCOC1,607.1403737505432,2470.0614059562595,,,,,,,,,,,,,,,,,,,,*[O-],*C=Cc1sc2ccccc2[n+]1CC,"[5, 6]",2
merocyanine dyes 2,CC[n+]1c(C=Cc2c([O-])ccc3ccc(=O)oc23)sc2ccccc21,acetonitrile,CC#N,579.1525423728813,2561.146753916249,,,,,,,,,,,,,,,,,,,,*[O-],*C=Cc1sc2ccccc2[n+]1CC,"[5, 6]",2
merocyanine dyes 2,CC[n+]1c(C=Cc2c([O-])ccc3ccc(=O)oc23)sc2ccccc21,dichloromethane,ClCCl,597.5575836592786,2416.158153920869,,,,,,,,,,,,,,,,,,,,*[O-],*C=Cc1sc2ccccc2[n+]1CC,"[5, 6]",2
merocyanine dyes 2,CC[n+]1c(C=Cc2c([O-])ccc3ccc(=O)oc23)sc2ccccc21,dimethyl sulfoxide,CS(C)=O,581.2820512820513,2589.583000016877,,,,,,,,,,,,,,,,,,,,*[O-],*C=Cc1sc2ccccc2[n+]1CC,"[5, 6]",2
merocyanine dyes 2,CC[n+]1c(C=Cc2c([O-])ccc3ccc(=O)oc23)sc2ccccc21,Toluene,Cc1ccccc1,623.568013906997,2531.043718952691,,,,,,,,,,,,,,,,,,,,*[O-],*C=Cc1sc2ccccc2[n+]1CC,"[5, 6]",2
merocyanine dyes 2,CC[n+]1c(C=Cc2c([O-])ccc3ccc(=O)oc23)sc2ccccc21,water,O,492.7553237722729,3993.4853412276207,,,,,,,,,,,,,,,,,,,,*[O-],*C=Cc1sc2ccccc2[n+]1CC,"[5, 6]",2
3,COc1c(C(C)=O)c(=O)oc2cc(N(C)C)ccc12,dichloromethane,ClCCl,373.0,,,419.0,,0.0018,,,,,,,,,,,*C(C)=O,*OC,,,,*N(C)C,,"[1, 2, 5]",3
5a,CC(=O)c1c(NC(C(=O)O)C(C)C)c2ccc(N(C)C)cc2oc1=O,dichloromethane,ClCCl,371.0,,,446.0,,0.004,,,,,,,,,,,*C(C)=O,*NC(C(=O)O)C(C)C,,,,*N(C)C,,"[1, 2, 5]",3
